instansi,tahun,bulan,capaian_pengadaan,capaian_kontrak,capaian_pelaksanaan,capaian_PHO
"Kementerian Pemberdayaan Perempuan dan Perlindungan Anak",2012,4,.45,100,100,58.25
"Kementerian Pemberdayaan Perempuan dan Perlindungan Anak",2012,5,,100,100,62.4
"Kementerian Pemberdayaan Perempuan dan Perlindungan Anak",2012,6,,100,100,66.55
"Kementerian Pemberdayaan Perempuan dan Perlindungan Anak",2012,7,,100,100,70.7
"Kementerian Pemberdayaan Perempuan dan Perlindungan Anak",2012,8,,100,100,70.7
"Kementerian Pemberdayaan Perempuan dan Perlindungan Anak",2012,9,,100,100,83.17
"Kementerian Pemberdayaan Perempuan dan Perlindungan Anak",2012,10,,100,100,83.17
"Kementerian Pemberdayaan Perempuan dan Perlindungan Anak",2012,11,,,,
"Kementerian Pemberdayaan Perempuan dan Perlindungan Anak",2012,12,,,,
"Kementerian Pemberdayaan Perempuan dan Perlindungan Anak",2013,1,12.77,,,
"Kementerian Pemberdayaan Perempuan dan Perlindungan Anak",2013,2,19.15,,,
"Kementerian Pemberdayaan Perempuan dan Perlindungan Anak",2013,3,26.6,26.6,26.6,12.77
"Kementerian Pemberdayaan Perempuan dan Perlindungan Anak",2013,4,42.55,42.55,42.55,28.72
"Kementerian Pemberdayaan Perempuan dan Perlindungan Anak",2013,5,55.32,55.32,55.32,40.43
"Kementerian Pemberdayaan Perempuan dan Perlindungan Anak",2013,6,63.83,63.83,63.83,48.94
"Kementerian Pemberdayaan Perempuan dan Perlindungan Anak",2013,7,82.98,82.98,82.98,68.09
"Kementerian Pemberdayaan Perempuan dan Perlindungan Anak",2013,8,,,,
"Kementerian Pemberdayaan Perempuan dan Perlindungan Anak",2013,9,,,,
"Kementerian Pemberdayaan Perempuan dan Perlindungan Anak",2013,10,,,,
"Kementerian Pemberdayaan Perempuan dan Perlindungan Anak",2013,11,,,,
"Kementerian Pemberdayaan Perempuan dan Perlindungan Anak",2013,12,,,,
"Kementerian Pemuda dan Olah Raga",2012,1,,,,
"Kementerian Pemuda dan Olah Raga",2012,2,,,,
"Kementerian Pemuda dan Olah Raga",2012,3,,,,
"Kementerian Pemuda dan Olah Raga",2012,4,,,,
"Kementerian Pemuda dan Olah Raga",2012,5,,,,
"Kementerian Pemuda dan Olah Raga",2012,6,,,,
"Kementerian Pemuda dan Olah Raga",2012,7,,,,
"Kementerian Pemuda dan Olah Raga",2012,8,,,,
"Kementerian Pemuda dan Olah Raga",2012,9,,,,
"Kementerian Pemuda dan Olah Raga",2012,10,,,,
"Kementerian Pemuda dan Olah Raga",2012,11,,,,
"Kementerian Pemuda dan Olah Raga",2012,12,,,,
"Kementerian Pemuda dan Olah Raga",2013,1,,,,
"Kementerian Pemuda dan Olah Raga",2013,2,,,,
"Kementerian Pemuda dan Olah Raga",2013,3,,,,
"Kementerian Pemuda dan Olah Raga",2013,4,,,,
"Kementerian Pemuda dan Olah Raga",2013,5,,,,
"Kementerian Pemuda dan Olah Raga",2013,6,,,,
"Kementerian Pemuda dan Olah Raga",2013,7,,,,
"Kementerian Pemuda dan Olah Raga",2013,8,,,,
"Kementerian Pemuda dan Olah Raga",2013,9,,,,
"Kementerian Pemuda dan Olah Raga",2013,10,,,,
"Kementerian Pemuda dan Olah Raga",2013,11,,,,
"Kementerian Pemuda dan Olah Raga",2013,12,,,,
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2012,1,,,,
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2012,2,,,,
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2012,3,8.33,,,
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2012,4,25,,,
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2012,5,33.33,25,16.67,
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2012,6,50,33.33,25,16.67
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2012,7,75,41.67,41.67,25
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2012,8,83.33,75,50,41.67
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2012,9,83.33,83.33,83.33,50
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2012,10,100,100,83.33,58.33
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2012,11,,100,100,73.33
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2012,12,,100,100,100
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2013,1,4.5,,,
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2013,2,9.7,,,
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2013,3,15.79,10.5,5.2,
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2013,4,,10,,
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2013,5,,,,
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2013,6,,,,
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2013,7,,,,
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2013,8,,,,
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2013,9,,,,
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2013,10,,,,
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2013,11,,,,
"Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi",2013,12,,,,
"Kementerian Pendidikan dan Kebudayaan",2012,1,,,,
"Kementerian Pendidikan dan Kebudayaan",2012,2,2,,,
"Kementerian Pendidikan dan Kebudayaan",2012,3,7,1,4,
"Kementerian Pendidikan dan Kebudayaan",2012,4,8,1,6,
"Kementerian Pendidikan dan Kebudayaan",2012,5,13,1,9,16
"Kementerian Pendidikan dan Kebudayaan",2012,6,25,1,25,25
"Kementerian Pendidikan dan Kebudayaan",2012,7,,1,,33
"Kementerian Pendidikan dan Kebudayaan",2012,8,21,1,26,52
"Kementerian Pendidikan dan Kebudayaan",2012,9,,,,
"Kementerian Pendidikan dan Kebudayaan",2012,10,,,,
"Kementerian Pendidikan dan Kebudayaan",2012,11,,,,
"Kementerian Pendidikan dan Kebudayaan",2012,12,,,,
"Kementerian Pendidikan dan Kebudayaan",2013,1,35.12,,,
"Kementerian Pendidikan dan Kebudayaan",2013,2,35.56,,,
"Kementerian Pendidikan dan Kebudayaan",2013,3,36.02,2.84,,
"Kementerian Pendidikan dan Kebudayaan",2013,4,37.87,6.73,8.49,3.73
"Kementerian Pendidikan dan Kebudayaan",2013,5,42.96,9.97,11.08,4.23
"Kementerian Pendidikan dan Kebudayaan",2013,6,48.55,19.14,21.36,18.77
"Kementerian Pendidikan dan Kebudayaan",2013,7,49.2,24.14,24.1,20.43
"Kementerian Pendidikan dan Kebudayaan",2013,8,,,,
"Kementerian Pendidikan dan Kebudayaan",2013,9,,,,
"Kementerian Pendidikan dan Kebudayaan",2013,10,,,,
"Kementerian Pendidikan dan Kebudayaan",2013,11,,,,
"Kementerian Pendidikan dan Kebudayaan",2013,12,,,,
"Kementerian Perdagangan",2012,1,5,,,
"Kementerian Perdagangan",2012,2,11,,,
"Kementerian Perdagangan",2012,3,16,7,5,3
"Kementerian Perdagangan",2012,4,20,9,6,4
"Kementerian Perdagangan",2012,5,22,15,11,5
"Kementerian Perdagangan",2012,6,25,17,12,5
"Kementerian Perdagangan",2012,7,27,20,12,5
"Kementerian Perdagangan",2012,8,29,21,14,5
"Kementerian Perdagangan",2012,9,36,29,22,7
"Kementerian Perdagangan",2012,10,36,29,22,7
"Kementerian Perdagangan",2012,11,,,,
"Kementerian Perdagangan",2012,12,,,,
"Kementerian Perdagangan",2013,1,3,,,
"Kementerian Perdagangan",2013,2,5,,,
"Kementerian Perdagangan",2013,3,9,5,,
"Kementerian Perdagangan",2013,4,12,9,,
"Kementerian Perdagangan",2013,5,20,11,,
"Kementerian Perdagangan",2013,6,30,17,,
"Kementerian Perdagangan",2013,7,33,28,,
"Kementerian Perdagangan",2013,8,,,,
"Kementerian Perdagangan",2013,9,40.08,39.24,,
"Kementerian Perdagangan",2013,10,40.08,39.24,,
"Kementerian Perdagangan",2013,11,,,,
"Kementerian Perdagangan",2013,12,,,,
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2012,1,2.76,,,
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2012,2,8.5,,,
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2012,3,15.25,5.31,5.31,.52
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2012,4,21.87,8.59,8.59,1.04
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2012,5,59,43,43,5.31
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2012,6,63.9,48.4,48.4,15.21
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2012,7,70.5,69.03,69.03,51.56
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2012,8,75,70.5,70.5,61.5
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2012,9,78.91,75.32,75.32,71.06
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2012,10,80.01,80.3,80.3,79.95
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2012,11,88.73,86.42,86.42,87.12
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2012,12,89.11,86.89,86.89,88.45
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2013,1,2.5,,,
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2013,2,7.26,,,
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2013,3,12.73,3.82,3.82,1.95
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2013,4,19.35,7.1,7.1,2.47
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2013,5,28.13,32.71,32.71,8.62
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2013,6,33.76,39.21,39.21,38.93
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2013,7,41.21,42.73,42.73,46.97
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2013,8,62.14,56.06,56.06,58.74
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2013,9,65.32,60.71,60.71,61.26
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2013,10,75.26,70.53,70.53,72.04
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2013,11,,,,
"Kementerian Perencanaan Pembangunan Nasional/Bappenas",2013,12,,,,
"Kementerian Perhubungan",2012,1,13.71,,,
"Kementerian Perhubungan",2012,2,30.79,,,
"Kementerian Perhubungan",2012,3,40.69,23.97,21.58,
"Kementerian Perhubungan",2012,4,52.81,38.94,35.43,
"Kementerian Perhubungan",2012,5,70.83,55.73,50.07,
"Kementerian Perhubungan",2012,6,78.76,62.71,59.82,
"Kementerian Perhubungan",2012,7,87.12,69.59,66.7,
"Kementerian Perhubungan",2012,8,88.6,69.63,67.14,
"Kementerian Perhubungan",2012,9,93.95,77.48,75.93,
"Kementerian Perhubungan",2012,10,96.81,95.56,94.75,16.72
"Kementerian Perhubungan",2012,11,99.03,97.02,96.56,54.88
"Kementerian Perhubungan",2012,12,99.03,97.23,96.9,93.82
"Kementerian Perhubungan",2013,1,7.49,,,
"Kementerian Perhubungan",2013,2,18.41,,,
"Kementerian Perhubungan",2013,3,39.94,17.66,12.96,
"Kementerian Perhubungan",2013,4,47.87,22.45,20.5,
"Kementerian Perhubungan",2013,5,72.85,40.72,39.9,.06
"Kementerian Perhubungan",2013,6,80.79,54.16,53.8,.6
"Kementerian Perhubungan",2013,7,86.6,73.88,73.67,2.25
"Kementerian Perhubungan",2013,8,93.38,80.4,80.28,5.75
"Kementerian Perhubungan",2013,9,94.34,87.75,87.6,7.14
"Kementerian Perhubungan",2013,10,97.62,95.24,95.24,14.25
"Kementerian Perhubungan",2013,11,,,,
"Kementerian Perhubungan",2013,12,,,,
"Kementerian Perindustrian",2012,1,50,,,
"Kementerian Perindustrian",2012,2,80,,,
"Kementerian Perindustrian",2012,3,85,25,25,10
"Kementerian Perindustrian",2012,4,87.5,50,50,15
"Kementerian Perindustrian",2012,5,90,60,60,25
"Kementerian Perindustrian",2012,6,95,70,80,35
"Kementerian Perindustrian",2012,7,95,75,85,45
"Kementerian Perindustrian",2012,8,95,86,90,48
"Kementerian Perindustrian",2012,9,97,90,92,55
"Kementerian Perindustrian",2012,10,100,97,97,60
"Kementerian Perindustrian",2012,11,,100,97,73
"Kementerian Perindustrian",2012,12,,100,100,100
"Kementerian Perindustrian",2013,1,10,,,
"Kementerian Perindustrian",2013,2,13,,,
"Kementerian Perindustrian",2013,3,35,5,5,15
"Kementerian Perindustrian",2013,4,40,8,15,17
"Kementerian Perindustrian",2013,5,45,13,20,22
"Kementerian Perindustrian",2013,6,55,20,32,27
"Kementerian Perindustrian",2013,7,62.5,27.5,39.5,34.5
"Kementerian Perindustrian",2013,8,75,45,52,37.8
"Kementerian Perindustrian",2013,9,78,60,70,40
"Kementerian Perindustrian",2013,10,85,80,87,78
"Kementerian Perindustrian",2013,11,,,,
"Kementerian Perindustrian",2013,12,,,,
"Kementerian Pertahanan",2012,1,,,,
"Kementerian Pertahanan",2012,2,3,,,
"Kementerian Pertahanan",2012,3,11,6,6,2
"Kementerian Pertahanan",2012,4,18,10,10,3
"Kementerian Pertahanan",2012,5,23,14,14,4
"Kementerian Pertahanan",2012,6,28,22,22,5
"Kementerian Pertahanan",2012,7,80,67,67,49
"Kementerian Pertahanan",2012,8,82,68,67,49
"Kementerian Pertahanan",2012,9,83,68,68,53
"Kementerian Pertahanan",2012,10,83,68,68,53
"Kementerian Pertahanan",2012,11,96,82,82,68
"Kementerian Pertahanan",2012,12,100,100,100,78
"Kementerian Pertahanan",2013,1,,,,
"Kementerian Pertahanan",2013,2,2,,,
"Kementerian Pertahanan",2013,3,24,6,6,
"Kementerian Pertahanan",2013,4,65,12.79,12.79,
"Kementerian Pertahanan",2013,5,83,23,21,
"Kementerian Pertahanan",2013,6,86,42,41,
"Kementerian Pertahanan",2013,7,92,43,42,11
"Kementerian Pertahanan",2013,8,92,73,72,12
"Kementerian Pertahanan",2013,9,94,79,78,15
"Kementerian Pertahanan",2013,10,,,,
"Kementerian Pertahanan",2013,11,,,,
"Kementerian Pertahanan",2013,12,,,,
"Kementerian Pertanian",2012,1,4.18,,,
"Kementerian Pertanian",2012,2,16.71,,,
"Kementerian Pertanian",2012,3,31.75,21.45,18.23,14.76
"Kementerian Pertanian",2012,4,42.9,31.2,27.68,25.81
"Kementerian Pertanian",2012,5,51.53,36.77,35.12,34.44
"Kementerian Pertanian",2012,6,59.33,42.06,42,41.06
"Kementerian Pertanian",2012,7,67.41,48.75,47.75,47.75
"Kementerian Pertanian",2012,8,73.82,52.37,51.14,50.89
"Kementerian Pertanian",2012,9,83.84,61.28,60.03,59.81
"Kementerian Pertanian",2012,10,94.71,71.59,70.19,68.45
"Kementerian Pertanian",2012,11,98.89,73.26,72.12,71.28
"Kementerian Pertanian",2012,12,,,,
"Kementerian Pertanian",2013,1,10.22,,,
"Kementerian Pertanian",2013,2,22.22,,,
"Kementerian Pertanian",2013,3,35.33,20.78,20.78,15.78
"Kementerian Pertanian",2013,4,46.44,32.82,32.82,25.66
"Kementerian Pertanian",2013,5,59.33,47.58,47.58,30.13
"Kementerian Pertanian",2013,6,68.89,61.32,61.32,42.84
"Kementerian Pertanian",2013,7,81.79,72.26,72.26,58.31
"Kementerian Pertanian",2013,8,84.17,79.25,79.25,65.12
"Kementerian Pertanian",2013,9,95.85,85.28,85.28,75.88
"Kementerian Pertanian",2013,10,,,,
"Kementerian Pertanian",2013,11,,,,
"Kementerian Pertanian",2013,12,,,,
"Kementerian Perumahan Rakyat",2012,1,,,,
"Kementerian Perumahan Rakyat",2012,2,,,,
"Kementerian Perumahan Rakyat",2012,3,,,,
"Kementerian Perumahan Rakyat",2012,4,.34,,,
"Kementerian Perumahan Rakyat",2012,5,13.1,.34,.34,
"Kementerian Perumahan Rakyat",2012,6,22.24,13.1,13.1,
"Kementerian Perumahan Rakyat",2012,7,25.52,22.24,22.24,
"Kementerian Perumahan Rakyat",2012,8,33.79,25.52,25.52,
"Kementerian Perumahan Rakyat",2012,9,41.03,33.79,33.79,
"Kementerian Perumahan Rakyat",2012,10,51.03,47.59,47.59,
"Kementerian Perumahan Rakyat",2012,11,,,,
"Kementerian Perumahan Rakyat",2012,12,,,,
"Kementerian Perumahan Rakyat",2013,1,.24,,,
"Kementerian Perumahan Rakyat",2013,2,.85,,,
"Kementerian Perumahan Rakyat",2013,3,3.58,.13,.5,
"Kementerian Perumahan Rakyat",2013,4,8.55,.13,1.13,
"Kementerian Perumahan Rakyat",2013,5,24.91,2.63,1.5,
"Kementerian Perumahan Rakyat",2013,6,31.46,11.39,2.77,.13
"Kementerian Perumahan Rakyat",2013,7,35.98,26.52,11.02,.63
"Kementerian Perumahan Rakyat",2013,8,,,,
"Kementerian Perumahan Rakyat",2013,9,,,,
"Kementerian Perumahan Rakyat",2013,10,,,,
"Kementerian Perumahan Rakyat",2013,11,,,,
"Kementerian Perumahan Rakyat",2013,12,,,,
"Kementerian Riset dan Teknologi",2012,1,18.79,,,
"Kementerian Riset dan Teknologi",2012,2,20.82,,,
"Kementerian Riset dan Teknologi",2012,3,26.17,26.17,26.17,
"Kementerian Riset dan Teknologi",2012,4,27.91,27.91,27.91,
"Kementerian Riset dan Teknologi",2012,5,48.07,45.51,45.51,
"Kementerian Riset dan Teknologi",2012,6,88,80.1,80.1,
"Kementerian Riset dan Teknologi",2012,7,94.6,80.6,80.6,
"Kementerian Riset dan Teknologi",2012,8,97,81.05,81.05,
"Kementerian Riset dan Teknologi",2012,9,100,100,100,
"Kementerian Riset dan Teknologi",2012,10,,100,100,
"Kementerian Riset dan Teknologi",2012,11,,100,100,
"Kementerian Riset dan Teknologi",2012,12,,100,100,
"Kementerian Riset dan Teknologi",2013,1,,,,
"Kementerian Riset dan Teknologi",2013,2,,,,
"Kementerian Riset dan Teknologi",2013,3,,,,
"Kementerian Riset dan Teknologi",2013,4,,,,
"Kementerian Riset dan Teknologi",2013,5,,,,
"Kementerian Riset dan Teknologi",2013,6,,,,
"Kementerian Riset dan Teknologi",2013,7,,,,
"Kementerian Riset dan Teknologi",2013,8,,,,
"Kementerian Riset dan Teknologi",2013,9,,,,
"Kementerian Riset dan Teknologi",2013,10,,,,
"Kementerian Riset dan Teknologi",2013,11,,,,
"Kementerian Riset dan Teknologi",2013,12,,,,
"Kementerian Sosial",2012,1,,,,
"Kementerian Sosial",2012,2,,,,
"Kementerian Sosial",2012,3,,,,
"Kementerian Sosial",2012,4,,,,
"Kementerian Sosial",2012,5,,,,
"Kementerian Sosial",2012,6,,,,
"Kementerian Sosial",2012,7,,,,
"Kementerian Sosial",2012,8,,,,
"Kementerian Sosial",2012,9,,,,
"Kementerian Sosial",2012,10,,,,
"Kementerian Sosial",2012,11,,,,
"Kementerian Sosial",2012,12,,,,
"Kementerian Sosial",2013,1,1,,,
"Kementerian Sosial",2013,2,6.91,,,
"Kementerian Sosial",2013,3,12.99,12.99,12.66,12.34
"Kementerian Sosial",2013,4,23.19,23.19,22.86,22.53
"Kementerian Sosial",2013,5,32.07,32.07,30.92,30.76
"Kementerian Sosial",2013,6,39.14,39.14,37.99,37.83
"Kementerian Sosial",2013,7,46.05,45.39,44.41,43.91
"Kementerian Sosial",2013,8,80.1,80.1,79.05,79.05
"Kementerian Sosial",2013,9,94.08,94.08,93.54,93.54
"Kementerian Sosial",2013,10,,,,
"Kementerian Sosial",2013,11,,,,
"Kementerian Sosial",2013,12,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2012,1,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2012,2,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2012,3,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2012,4,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2012,5,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2012,6,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2012,7,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2012,8,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2012,9,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2012,10,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2012,11,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2012,12,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2013,1,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2013,2,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2013,3,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2013,4,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2013,5,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2013,6,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2013,7,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2013,8,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2013,9,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2013,10,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2013,11,,,,
"Kementerian Tenaga Kerja dan Transmigrasi",2013,12,,,,
"Kepolisian Republik Indonesia",2012,1,6.84,,,
"Kepolisian Republik Indonesia",2012,2,17.11,,,
"Kepolisian Republik Indonesia",2012,3,26.16,17.11,17.11,10.71
"Kepolisian Republik Indonesia",2012,4,38.08,26.16,26.16,15.34
"Kepolisian Republik Indonesia",2012,5,48.45,38.08,38.08,22.41
"Kepolisian Republik Indonesia",2012,6,56.84,48.45,48.45,32.34
"Kepolisian Republik Indonesia",2012,7,62.91,56.84,56.84,40.95
"Kepolisian Republik Indonesia",2012,8,73.73,62.91,62.91,44.81
"Kepolisian Republik Indonesia",2012,9,87.97,73.73,73.73,52.43
"Kepolisian Republik Indonesia",2012,10,100,87.97,87.97,59.93
"Kepolisian Republik Indonesia",2012,11,,91.72,91.72,66.11
"Kepolisian Republik Indonesia",2012,12,,98.57,98.57,95.58
"Kepolisian Republik Indonesia",2013,1,11.2,,,
"Kepolisian Republik Indonesia",2013,2,30.23,,,
"Kepolisian Republik Indonesia",2013,3,46.54,30.23,30.23,22.97
"Kepolisian Republik Indonesia",2013,4,57.38,46.54,46.54,32.81
"Kepolisian Republik Indonesia",2013,5,67.23,63.26,63.26,45.28
"Kepolisian Republik Indonesia",2013,6,80.34,76.44,76.44,51.78
"Kepolisian Republik Indonesia",2013,7,82.23,81.46,81.46,53.35
"Kepolisian Republik Indonesia",2013,8,87,85.66,85.66,59.14
"Kepolisian Republik Indonesia",2013,9,93.82,88.42,88.42,61.83
"Kepolisian Republik Indonesia",2013,10,94.61,90.78,90.78,62.22
"Kepolisian Republik Indonesia",2013,11,,,,
"Kepolisian Republik Indonesia",2013,12,,,,
"Komisi Nasional Hak Asasi Manusia",2012,1,,,,
"Komisi Nasional Hak Asasi Manusia",2012,2,,,,
"Komisi Nasional Hak Asasi Manusia",2012,3,,,,
"Komisi Nasional Hak Asasi Manusia",2012,4,,,,
"Komisi Nasional Hak Asasi Manusia",2012,5,,,,
"Komisi Nasional Hak Asasi Manusia",2012,6,,,,
"Komisi Nasional Hak Asasi Manusia",2012,7,,,,
"Komisi Nasional Hak Asasi Manusia",2012,8,,,,
"Komisi Nasional Hak Asasi Manusia",2012,9,,,,
"Komisi Nasional Hak Asasi Manusia",2012,10,,,,
"Komisi Nasional Hak Asasi Manusia",2012,11,,,,
"Komisi Nasional Hak Asasi Manusia",2012,12,,,,
"Komisi Nasional Hak Asasi Manusia",2013,1,,,,
"Komisi Nasional Hak Asasi Manusia",2013,2,,,,
"Komisi Nasional Hak Asasi Manusia",2013,3,,,,
"Komisi Nasional Hak Asasi Manusia",2013,4,,,,
"Komisi Nasional Hak Asasi Manusia",2013,5,,,,
"Komisi Nasional Hak Asasi Manusia",2013,6,,,,
"Komisi Nasional Hak Asasi Manusia",2013,7,,,,
"Komisi Nasional Hak Asasi Manusia",2013,8,,,,
"Komisi Nasional Hak Asasi Manusia",2013,9,,,,
"Komisi Nasional Hak Asasi Manusia",2013,10,,,,
"Komisi Nasional Hak Asasi Manusia",2013,11,,,,
"Komisi Nasional Hak Asasi Manusia",2013,12,,,,
"Komisi Pemilihan Umum",2012,1,,,,
"Komisi Pemilihan Umum",2012,2,,,,
"Komisi Pemilihan Umum",2012,3,,,,
"Komisi Pemilihan Umum",2012,4,,,,
"Komisi Pemilihan Umum",2012,5,,,,
"Komisi Pemilihan Umum",2012,6,,,,
"Komisi Pemilihan Umum",2012,7,,,,
"Komisi Pemilihan Umum",2012,8,,,,
"Komisi Pemilihan Umum",2012,9,,,,
"Komisi Pemilihan Umum",2012,10,,,,
"Komisi Pemilihan Umum",2012,11,,,,
"Komisi Pemilihan Umum",2012,12,,,,
"Komisi Pemilihan Umum",2013,1,,,,
"Komisi Pemilihan Umum",2013,2,,,,
"Komisi Pemilihan Umum",2013,3,,,,
"Komisi Pemilihan Umum",2013,4,,,,
"Komisi Pemilihan Umum",2013,5,,,,
"Komisi Pemilihan Umum",2013,6,,,,
"Komisi Pemilihan Umum",2013,7,,,,
"Komisi Pemilihan Umum",2013,8,,,,
"Komisi Pemilihan Umum",2013,9,,,,
"Komisi Pemilihan Umum",2013,10,,,,
"Komisi Pemilihan Umum",2013,11,,,,
"Komisi Pemilihan Umum",2013,12,,,,
"Komisi Pengawas Persaingan Usaha",2012,1,26.47,,,
"Komisi Pengawas Persaingan Usaha",2012,2,26.47,,,
"Komisi Pengawas Persaingan Usaha",2012,3,32.35,32.35,32,32.35
"Komisi Pengawas Persaingan Usaha",2012,4,52.94,52.94,52.94,52.94
"Komisi Pengawas Persaingan Usaha",2012,5,61.76,61.76,61.76,61.76
"Komisi Pengawas Persaingan Usaha",2012,6,61.76,61.76,61.76,61.76
"Komisi Pengawas Persaingan Usaha",2012,7,72,72,72,72
"Komisi Pengawas Persaingan Usaha",2012,8,75,75,75,75
"Komisi Pengawas Persaingan Usaha",2012,9,77,77,77,77
"Komisi Pengawas Persaingan Usaha",2012,10,79,79,79,79
"Komisi Pengawas Persaingan Usaha",2012,11,85,85,85,85
"Komisi Pengawas Persaingan Usaha",2012,12,90,90,90,90
"Komisi Pengawas Persaingan Usaha",2013,1,10,,,
"Komisi Pengawas Persaingan Usaha",2013,2,44.44,,,
"Komisi Pengawas Persaingan Usaha",2013,3,44.45,44.45,17.32,28.57
"Komisi Pengawas Persaingan Usaha",2013,4,50,44.45,20.34,57.14
"Komisi Pengawas Persaingan Usaha",2013,5,55.56,50,30,85.71
"Komisi Pengawas Persaingan Usaha",2013,6,80.56,80.56,50,100
"Komisi Pengawas Persaingan Usaha",2013,7,80.56,80.56,58.33,100
"Komisi Pengawas Persaingan Usaha",2013,8,,,,
"Komisi Pengawas Persaingan Usaha",2013,9,80.56,80.56,30.09,100
"Komisi Pengawas Persaingan Usaha",2013,10,,,,
"Komisi Pengawas Persaingan Usaha",2013,11,,,,
"Komisi Pengawas Persaingan Usaha",2013,12,,,,
"Komisi Yudisial",2012,1,4.03,,,
"Komisi Yudisial",2012,2,16.13,,,
"Komisi Yudisial",2012,3,21.78,21.78,21.78,
"Komisi Yudisial",2012,4,29.47,29.47,29.47,
"Komisi Yudisial",2012,5,35.24,35.24,35.24,
"Komisi Yudisial",2012,6,39.09,39.09,39.09,
"Komisi Yudisial",2012,7,44.86,44.86,44.86,
